,labeledCell,kernel,intensity,classLabel
389,97,3,0.9549804339210828,1
390,97,4,0.9390197818144396,1
391,97,5,0.9211708538004739,1
392,98,0,1.0,1
393,98,4,0.9013744781153006,1
394,98,5,0.8681579236622043,1
395,98,3,0.9326304210146154,1
396,99,5,0.9271184528778468,1
397,99,0,1.0,1
398,99,4,0.9392139165996304,1
399,99,3,0.9502734597430114,1
400,100,3,0.9396530415509726,1
401,100,5,0.9121101764041889,1
402,100,4,0.9272722029513302,1
403,100,0,1.0,1
404,101,5,0.8129664915800476,1
405,101,0,1.0,1
406,101,4,0.8733864978307406,1
407,101,3,0.9161922637030765,1
408,102,3,0.9403766559489093,1
409,102,5,0.9082668223068902,1
410,102,0,1.0,1
411,102,4,0.9232837327298972,1
412,103,3,0.9276224769127114,1
413,103,5,0.8594093772925618,1
414,103,4,0.8987857684177223,1
415,103,0,1.0,1
416,104,5,0.8879685083115598,1
417,104,3,0.9402206365053342,1
418,104,0,1.0,1
419,104,4,0.9187500667750103,1
420,105,5,0.9239563623188981,1
421,105,3,0.9454575265810097,1
422,105,0,1.0,1
423,105,4,0.9342287771743801,1
424,106,3,0.951843702967184,1
425,106,4,0.9418465618327516,1
426,106,5,0.9301317134421736,1
427,106,0,1.0,1
428,107,3,0.9417357744973126,1
429,107,4,0.9315961275081794,1
430,107,0,1.0,1
431,107,5,0.9227829471236513,1
432,108,4,0.9305188755709095,1
433,108,3,0.9448473548466043,1
434,108,0,1.0,1
435,108,5,0.9144536204853133,1
436,109,3,0.9404506199471535,1
437,109,4,0.9268091174583654,1
438,109,0,1.0,1
439,109,5,0.9133008704868383,1
440,110,3,0.9311385109034711,1
441,110,0,1.0,1
442,110,4,0.8943138333250171,1
443,110,5,0.8421566891127588,1
444,111,5,0.889437886088683,1
445,111,3,0.9424910518767432,1
446,111,4,0.9187563445516902,1
447,111,0,1.0,1
448,112,0,1.0,1
449,112,3,0.9493444109128105,1
450,112,4,0.9357530882183127,1
451,112,5,0.9213391911582643,1
452,113,4,0.9011055455111296,1
453,113,5,0.8880356066668643,1
454,113,0,1.0,1
455,113,3,0.9165436636138199,1
456,114,3,0.9367309080250097,1
457,114,4,0.9209249684082118,1
458,114,5,0.8997923416250724,1
459,114,0,1.0,1
460,115,4,0.9430367658971377,1
461,115,0,1.0,1
462,115,3,0.9520695223581386,1
463,115,5,0.9360811713243652,1
464,116,0,1.0,1
465,116,5,0.8864469084921376,1
466,116,4,0.9074160560043909,1
467,116,3,0.934469157141619,1
468,117,0,1.0,1
469,117,5,0.9225582845480758,1
470,117,4,0.9365234686902286,1
471,117,3,0.9496702480272436,1
472,118,4,0.9253282724540943,1
473,118,0,1.0,1
474,118,5,0.9130965523804526,1
475,118,3,0.9367038935272884,1
476,119,3,0.925395757483306,1
477,119,5,0.8897548785767632,1
478,119,4,0.9085099872937886,1
479,119,0,1.0,1
480,120,5,0.932430080734072,1
481,120,4,0.9446667556570706,1
482,120,3,0.9553617954308372,1
483,120,0,1.0,1
484,121,4,0.9073213734992047,1
485,121,3,0.9278214169393514,1
486,121,0,1.0,1
487,121,5,0.8823999054610646,1
488,122,4,0.8961886031516841,1
489,122,5,0.8758640576895949,1
490,122,0,1.0,1
491,122,3,0.9170691329134407,1
492,123,4,0.9181887940681636,1
493,123,5,0.8965660560434623,1
494,123,3,0.9383954411072298,1
495,123,0,1.0,1
496,124,3,0.9444377551747354,1
497,124,0,1.0,1
498,124,4,0.9226094974920256,1
499,124,5,0.8862130137735408,1
